nll,context,environment,beta,lambda,id,round,trial,chosen,contextOrder
16831.54099322378,Spatial,0,0.7852242255382119,0.8202957485628867,0,0,0,46,0
16831.54099322378,Spatial,0,0.009138337301623457,0.028007577382901813,0,0,1,20,0
16831.54099322378,Spatial,0,0.006737946999085467,0.09782937092761017,0,0,2,32,0
16831.54099322378,Spatial,0,0.006737946999085467,0.08142440908472698,0,0,3,45,0
16831.54099322378,Spatial,0,0.006737946999085467,0.051954499214928,0,0,4,7,0
16831.54099322378,Spatial,0,0.006737946999085467,0.13598076699806547,0,0,5,14,0
16831.54099322378,Spatial,0,0.006737946999085467,0.32325133856127963,0,0,6,6,0
16831.54099322378,Spatial,0,0.006737946999085467,0.32820845552049216,0,0,7,15,0
16831.54099322378,Spatial,0,0.2323799289132476,0.20110310186777225,0,0,8,23,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3701803047802209,0,0,9,22,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3614475499780806,0,0,10,13,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3709568881684452,0,0,11,33,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3697753760821399,0,0,12,0,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3697802086944788,0,0,13,2,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3931788682038669,0,0,14,16,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3299926721250829,0,0,15,9,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3679352032448388,0,0,16,35,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3779944089031291,0,0,17,63,0
16831.54099322378,Spatial,0,0.006737946999085467,0.24246028288871785,0,0,18,56,0
16831.54099322378,Spatial,0,0.006737946999085467,0.3321843511282109,0,0,19,7,0
15995.290148215066,Spatial,0,0.6736392565865177,1.242844657649636,0,1,0,16,0
15995.290148215066,Spatial,0,0.007130099802149476,0.4154601163265436,0,1,1,56,0
15995.290148215066,Spatial,0,0.007289168069407639,0.00779152744003108,0,1,2,7,0
15995.290148215066,Spatial,0,0.008224214969763496,0.011985204094714614,0,1,3,63,0
15995.290148215066,Spatial,0,0.006737946999085467,0.04435149423562288,0,1,4,31,0
15995.290148215066,Spatial,0,0.006737946999085467,0.021023063048715103,0,1,5,29,0
15995.290148215066,Spatial,0,0.00755818871591016,0.04394794818983976,0,1,6,30,0
15995.290148215066,Spatial,0,0.04168446336815872,0.04087914316970738,0,1,7,39,0
15995.290148215066,Spatial,0,0.006737946999085467,0.14807608492334248,0,1,8,60,0
15995.290148215066,Spatial,0,0.006737946999085467,0.11097436483239967,0,1,9,4,0
15995.290148215066,Spatial,0,0.006737946999085467,0.08069430326160716,0,1,10,32,0
15995.290148215066,Spatial,0,0.006737946999085467,0.01992914174747621,0,1,11,28,0
